CS_WarnFriendlyDamageInterval | gamedll,cheat | Defines how frequently the server notifies clients that a player damaged a friend
r_csgo_effects_bloom_when_smoked | clientdll,cheat | 
r_csgo_enable_cubemap_fog | developmentonly,clientdll | 
r_csgo_enable_glows | clientdll,cheat | 
r_csgo_enable_gradient_fog | developmentonly,clientdll | 
r_csgo_enable_high_precision_lighting | clientdll,cheat | 
r_csgo_enable_sunlight_check | developmentonly,clientdll,defensive | Enable vis tests for sunlight.
r_csgo_enable_tonemapping | clientdll,cheat | 
r_csgo_enable_translucent_screen_space | clientdll,cheat | 
r_csgo_enable_volume_fog | developmentonly,clientdll | 
r_csgo_firstpersonlegs_nearz_offset | developmentonly,clientdll | 
r_csgo_fsr_enable_mip_bias | developmentonly,clientdll,defensive | Apply negative mip bias when rendering with FSR.
r_csgo_fsr_rcas_sharpness | developmentonly,clientdll,defensive | RCAS sharpness when using FSR + RCAS upsample.
r_csgo_fsr_upsample | developmentonly,clientdll,defensive | 0 == bilinear upsampe, 1 == FSR upsample, 2 == FSR + RCAS upsample
r_csgo_gpu_culling | developmentonly,clientdll,menubar_item,defensive | CSGO/Graphics/GPU Culling
r_csgo_gpu_culling_camera_offset | developmentonly,clientdll | 
r_csgo_gpu_culling_shadows | developmentonly,clientdll,menubar_item,defensive | CSGO/Graphics/GPU Cull Shadow Views
r_csgo_gpu_culling_shadows_min_cascade | developmentonly,clientdll | If r_csgo_gpu_culling_shadows is true, this defines min cascade for which gpu culling is used
r_csgo_gpu_culling_two_pass | developmentonly,clientdll,menubar_item,defensive | CSGO/Graphics/GPU Culling (Two Pass)
r_csgo_gpu_debug_draw | developmentonly,clientdll | 
r_csgo_gpu_opt_downsample_depth_using_resolved_depth | developmentonly,clientdll | use already resolved depth as input to downsample depth layer
r_csgo_gpu_opt_firstpersonlegs_visible_angle | developmentonly,clientdll | avoid overhead of firstpersonlegs layers if not looking down enough to see them
r_csgo_gpu_opt_prepass_characters | developmentonly,clientdll | only depth prepass nearby characters (see r_csgo_gpu_opt_prepass_characters_cull_threshold to control threshold)
r_csgo_gpu_opt_prepass_characters_cull_threshold | developmentonly,clientdll | use with r_csgo_gpu_opt_prepass_characters
r_csgo_gpu_opt_resolve_depth_for_decals_on_translucent | developmentonly,clientdll | optimize layers for decals on translucent geo, avoid one resolve and some fullscreen passes
r_csgo_gpu_opt_resolve_depth_no_characters | developmentonly,clientdll | remove unused resolve
r_csgo_gpu_opt_use_aoproxy_depth_for_depth_pyramid | developmentonly,clientdll | if ao proxies enabled, use ao proxy downsampled depth as input to generate the depth pyramid for gpu culling
r_csgo_gpu_opt_viewmodel_stencil | developmentonly,clientdll | 
r_csgo_gpu_opt_water_refraction_resolve | developmentonly,clientdll | copy already resolved depth for use by waterrefraction layers, instead of resolving main depth again (avoids msaa samples)
r_csgo_gpu_optimizations | developmentonly,clientdll | temporary cvar to control new GPU optimzations (depth resolves, etc)
r_csgo_joint_upscale_sigma | developmentonly,clientdll | 
r_csgo_max_barnlight_shadow_scale_preview | developmentonly,clientdll | 
r_csgo_mboit | clientdll,cheat | 
r_csgo_mboit_bias | clientdll,cheat | 
r_csgo_mboit_debug | clientdll,cheat | 
r_csgo_mboit_force_mixed_resolution | developmentonly,clientdll,defensive | 
r_csgo_mboit_overestimation | clientdll,cheat | 
r_csgo_mboit_upscale_cs | clientdll,cheat | 
r_csgo_mboit_use_4_moments | clientdll,cheat | 
r_csgo_merge_resolve_with_histogram | clientdll,cheat | 
r_csgo_microshadowing | developmentonly,clientdll,defensive | 
r_csgo_mixed_resolution_color_slices | clientdll,cheat | 
r_csgo_mixed_resolution_particles | developmentonly,clientdll,defensive | 
r_csgo_mixed_resolution_particles_minmax | clientdll,cheat | 
r_csgo_mixed_resolution_particles_scale | clientdll,cheat | 
r_csgo_mouse_trace_coord | clientdll,cheat | 
r_csgo_msaa_resolve_apply_exposure_scale | developmentonly,clientdll | 0 - before, 1 - after fix for a2c fringing
r_csgo_multiscattering | developmentonly,clientdll,defensive | 
r_csgo_no_shader_resolve | clientdll,cheat | 
r_csgo_opaquerefract_viewmodel_depthcopy | developmentonly,clientdll | Copy depth in viewmodel for opaquerefract 
r_csgo_opaquerefract_viewmodel_quality | developmentonly,clientdll | Opaque refract quality in viewmodel: 0 = no background copy, no depth, 1= background copy, depth if enabled 
r_csgo_outline_glow_scaledenom | developmentonly,clientdll,cheat | 
r_csgo_player_occlusion_query | developmentonly,clientdll | 
r_csgo_player_occlusion_query_debug | developmentonly,clientdll | 
r_csgo_postprocess_enable | clientdll,cheat | 
r_csgo_r11g11b10_dither_mode | developmentonly,clientdll | 0 - disabled, 1 - regular dither noise, 2 - blue noise dither
r_csgo_readonly_depth_stencil_enable | clientdll,cheat | 
r_csgo_reconstruct_normals | clientdll,cheat | 
r_csgo_reconstruct_normals_method | clientdll,cheat | 
r_csgo_render_decals | clientdll,cheat | 
r_csgo_render_decals_on_translucent | clientdll,cheat | 
r_csgo_render_dither_scale | clientdll,cheat | 
r_csgo_render_dynamic_objects | clientdll,cheat | 
r_csgo_render_inferno_decals | clientdll,cheat | 
r_csgo_render_opaque | clientdll,cheat | 
r_csgo_render_overlays | clientdll,cheat | 
r_csgo_render_post_bloom | clientdll,cheat | 
r_csgo_render_post_bloom_strength | clientdll,cheat | 
r_csgo_render_post_colorcorrection | clientdll,cheat | 
r_csgo_render_post_film_grain | clientdll,cheat | 
r_csgo_render_post_fxaa | developmentonly,clientdll,defensive | 
r_csgo_render_post_local_contrast | clientdll,cheat | 
r_csgo_render_post_mirror_horizontal | clientdll,cheat | 
r_csgo_render_post_mirror_vertical | clientdll,cheat | 
r_csgo_render_translucent | clientdll,cheat | 
r_csgo_resolve_dither_bluenoise_amount | developmentonly,clientdll | Equivalent to r_csgo_render_dither_scale, but purely to control bluenoise for R11G11B10 downsample dither (if r_csgo_r11g11b10_dither_mode = 2)
r_csgo_resolve_dither_noise_amount | developmentonly,clientdll | Amount of screen space dither noise to apply during resolve (used/essential with R11G11B10_FLOAT RT)
r_csgo_shader_feature_test_value | developmentonly,clientdll | 
r_csgo_shader_perf_test | developmentonly,clientdll | 
r_csgo_shadow_map_allocation_failure_policy | developmentonly,clientdll,cheat | What happens when a shadow map fails allocation? 0 = don't render, 1 = render unshadowed
r_csgo_shadows_debug | clientdll,cheat | 
r_csgo_smoke_avoid_flat | developmentonly,clientdll | 
r_csgo_smoke_clip_sniper | developmentonly,clientdll | 
r_csgo_smoke_fullres_enhance | developmentonly,clientdll | Enhance edges of smokes to eliminate bad pixels
r_csgo_smoke_fullres_pass | developmentonly,clientdll | Does a full res pass to cover holes and artifacts in smoke low res
r_csgo_smoke_overlay_min_dt | developmentonly,clientdll | 
r_csgo_smoke_shadow | developmentonly,clientdll | 
r_csgo_smoke_upscale_discard_pixels_behind | developmentonly,clientdll | When upsampling smoke discard pixels behind solid depth to avoid pixelated artifacts
r_csgo_stencil_sniper_zoom | developmentonly,clientdll | 
r_csgo_test1 | clientdll,release | 
r_csgo_tools_vis_cubemap_roughness | developmentonly,clientdll,cheat | 
r_csgo_upscale_depth_threshold | developmentonly,clientdll | 
r_csgo_use_compute_bloom | developmentonly,clientdll | 
r_csgo_viewmodel_csm_pushback_distance | developmentonly,clientdll | 
r_csgo_viewmodel_envmap_position_bias | developmentonly,clientdll,cheat | 
r_csgo_viewmodel_far_plane | developmentonly,clientdll | 
r_csgo_viewmodel_near_plane | developmentonly,clientdll | 
r_csgo_viewmodel_probe_clamp_plane_distance | developmentonly,clientdll,cheat | 
r_csgo_volume_mboit_optimization | clientdll,cheat | 
r_csgo_water_effects | clientdll,cheat | 
r_csgo_water_refraction | clientdll,cheat | 
r_csgo_water_skybox_depth | developmentonly,clientdll | 
r_cubemap_debug_colors | reference | 
r_dashboard_render_quality | developmentonly,clientdll,defensive | 
r_debug_depth_holes | clientdll,cheat | 
r_debug_draw_safe_area_insets | developmentonly | Render safe area insets as wireframe.
r_debug_particle_shadows | clientdll,cheat | 
r_debug_precipitation | clientdll,cheat | Show precipitation volumes
r_decal_hit_confirmation | developmentonly,gamedll,clientdll,replicated | 
r_decals | developmentonly,gamedll,clientdll,replicated,defensive | 
r_decals_additional_offset | developmentonly,gamedll,clientdll,replicated | 
r_decals_default_fade_duration | developmentonly,gamedll,clientdll,replicated,defensive | 
r_decals_default_start_fade | developmentonly,gamedll,clientdll,replicated,defensive | 
r_decals_max_on_deformables | developmentonly,gamedll,clientdll,replicated,defensive | 
r_decals_overide_fadestarttime_params | developmentonly,gamedll,clientdll,replicated,commandline_enforced,defensive | 
r_decals_overlap_threshold | developmentonly,gamedll,clientdll,replicated,defensive | 
r_depth_of_field | developmentonly,clientdll | 0 = off, 1 = enabled (high quality, circular bokeh, HDR)
r_directlighting | cheat | Set to use direct lighting
r_dof2_maxblursize | developmentonly,clientdll | 
r_dof2_radiusscale | developmentonly,clientdll | 
r_dof_override | cheat | 
r_dof_override_far_blurry | cheat | 
r_dof_override_far_crisp | cheat | 
r_dof_override_near_blurry | cheat | 
r_dof_override_near_crisp | cheat | 
r_dof_override_tilt_to_ground | cheat | 
r_draw3dskybox | developmentonly,clientdll,defensive | 
r_drawblankworld | cheat | Render blank instead of the game world
r_drawchickens | clientdll,cheat | Render chickens
r_drawcsplayers | clientdll,cheat | Render CS players
r_drawdecals | cheat | Set to render decals
r_drawdevvisualizers | clientdll,cheat | Render dev visualizers
r_drawpanorama | cheat | Enable the rendering of panorama UI
r_drawropes | clientdll,cheat | 
r_drawskybox | cheat | Render the 2d skybox.
r_drawtracers | clientdll,cheat | 
r_drawtracers_firstperson | clientdll,release | Toggle visibility of first person weapon tracers
r_drawviewmodel | clientdll,cheat | Render view model
r_enable_rigid_animation | developmentonly,clientdll | 
r_experimental_lag_limiter | developmentonly,defensive | 
r_extra_render_frames | cheat | 
r_farz | clientdll,cheat | Override the far clipping plane. -1 means to use the value in env_fog_controller.
r_flashlightambient | clientdll,cheat | 
r_flashlightbacktraceoffset | clientdll,cheat | 
r_flashlightbrightness | clientdll,replicated,cheat | 
r_flashlightconstant | clientdll,replicated,cheat | 
r_flashlightfar | clientdll,replicated,cheat | 
r_flashlightfov | clientdll,replicated,cheat | 
r_flashlightladderdist | clientdll,cheat | 
r_flashlightlinear | clientdll,replicated,cheat | 
r_flashlightlockposition | clientdll,cheat | 
r_flashlightmuzzleflashfov | clientdll,cheat | 
r_flashlightnear | clientdll,replicated,cheat | 
r_flashlightnearoffsetscale | clientdll,cheat | 
r_flashlightoffsetforward | clientdll,replicated,cheat | 
r_flashlightoffsetright | clientdll,replicated,cheat | 
r_flashlightoffsetup | clientdll,replicated,cheat | 
r_flashlightquadratic | clientdll,replicated,cheat | 
r_flashlightshadowatten | clientdll,cheat | 
r_flashlighttracedistcutoff | clientdll,cheat | 
r_flashlighttracedistwatercutoff | clientdll,cheat | 
r_flashlightvisualizetrace | clientdll,cheat | 
r_force_render_frame_count | developmentonly | The number of frames to render when a
r_freeze_sceneobjects | developmentonly,clientdll,defensive | 
r_freezeparticles | reference | 
r_fullscreen_gamma | reference | 
r_gpu_debug_draw_freeze | developmentonly,clientdll | 
r_icon_csm_pushback_distance | developmentonly,clientdll,cheat | csm pushback distance, should be much shorter/disabled for icon rendering
r_icon_custommaterial_maxres | developmentonly,clientdll,cheat | maxres for custommaterials when rendering icons
r_icon_generate_offline_mips | developmentonly,clientdll,cheat | generate mips via sidecar file for offline
r_icon_generate_runtime_mips | developmentonly,clientdll,cheat | generate mips for runtime
r_icon_highcontrast_postprocessing_weight | developmentonly,clientdll,cheat | if using high contrast postprocessing, use this weight (weight = 1.0 for characters)
r_icon_image_cache_to_disk | clientdll,release | 1
r_icon_max_mip_width | developmentonly,clientdll,cheat | r_icon_max_mip_width
r_icon_player_equip_gloves_from_loadout | developmentonly,clientdll,cheat | equip gloves on player for icon rendering from loadout, or use default gloves
r_icon_rendering_height | developmentonly,clientdll,hidden,cheat | icon rendering height
r_icon_rendering_width | developmentonly,clientdll,hidden,cheat | icon rendering width
r_icon_show_timing | developmentonly,clientdll,cheat | show timing in output
r_icon_use_kv3_camera | developmentonly,clientdll,cheat | use test kv3 data for camera
r_impact_ricochet_chance | developmentonly,clientdll,defensive | 
r_impacts_alt_orientation | developmentonly,clientdll,defensive | 
r_impacts_decal_grazing_incidence_cutoff | developmentonly,clientdll,defensive | 
r_impacts_decal_grazing_incidence_variance | developmentonly,clientdll,defensive | 
r_indirectlighting | cheat | Set to use indirect lighting
r_late_particle_job_sync | developmentonly,clientdll,defensive | 
r_light_flickering_enabled | developmentonly,gamedll,clientdll,replicated,defensive | 
r_lightmap_size | reference | 
r_limit_particle_job_duration | reference | 
r_mapextents | clientdll,cheat | Set the max dimension for the map.  This determines the far clipping plane
r_mixed_shadows_fade_in_time | developmentonly,gamedll,clientdll,replicated,defensive | 
r_mixed_shadows_fade_out_time | developmentonly,gamedll,clientdll,replicated,defensive | 
r_monitor_3dskybox | developmentonly,clientdll,defensive | 
r_muzzleflashbrightness | clientdll,replicated,cheat | 
r_muzzleflashlinear | clientdll,replicated,cheat | 
r_nearz | clientdll,cheat | Override the near clipping plane. -1 means use the default.
r_particle_shadow_map_texture_size | developmentonly,clientdll,defensive | 
r_particle_shadows | developmentonly,clientdll,defensive | 
r_particle_shadows_cast_on_particles | developmentonly,clientdll,defensive | 
r_particle_shadows_cast_on_particles_scale | developmentonly,clientdll,defensive | 
r_particle_shadows_cast_on_world | developmentonly,clientdll,defensive | 
r_particle_shadows_compute | clientdll,release | 
r_particle_timescale | reference | 
r_player_fog_distance_multiplier | developmentonly,clientdll,cheat | 
r_player_fog_maxdensity_multiplier | developmentonly,clientdll,cheat | 
r_player_visibility_mode | clientdll,release | 
r_player_visibility_stencil | developmentonly,clientdll,cheat | 
r_player_visibility_strength | developmentonly,clientdll,cheat | 
r_post_bloom_debug | developmentonly,clientdll | 1 = bloom output (before thresholding), 2 = quarter res downsample, 3 = quarter res effects bloom 4 = quarter res effects raw
r_propsmaxdist | developmentonly,clientdll,defensive | Maximum visible distance
r_render_to_cubemap_begin_mixing_roughness | developmentonly,clientdll,defensive | 
r_render_to_cubemap_debug | developmentonly,clientdll,defensive | 
r_rendersun | cheat | Render sun lighting
r_replay_post_effect | clientdll,cheat | 
r_ropetranslucent | developmentonly,clientdll,defensive | 
